what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1325101218893
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1325101218995
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1325101219291
started,bundle,org.maven.ide.eclipse.launching,0.10.0.20100209-0800,"org.maven.ide.eclipse.launching",1325101219574
started,bundle,org.jboss.ide.eclipse.freemarker,1.1.0.v201003050540R-H56-GA,"org.jboss.ide.eclipse.freemarker",1325101219686
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1325101220890
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1325101221352
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101228872
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101450276
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1325101451505
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101452825
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101470114
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101549731
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1325101552480
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101570182
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101572056
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1325101572094
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101575887
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1325101580392
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1325101582391
started,bundle,org.eclipse.ecf.ui,2.1.0.v20090916-2238,"org.eclipse.ecf.ui",1325101601051
started,bundle,org.eclipse.ecf.example.collab,2.0.0.v20090916-2238,"org.eclipse.ecf.example.collab",1325101601059
started,bundle,org.eclipse.ecf.filetransfer.ui,1.5.0.v20090916-2238,"org.eclipse.ecf.filetransfer.ui",1325101601067
started,bundle,org.eclipse.ecf.provider.bittorrent.ui,0.2.0.v20090916-2238,"org.eclipse.ecf.provider.bittorrent.ui",1325101601074
started,bundle,org.eclipse.ecf.provider.irc.ui,1.3.0.v20090916-2238,"org.eclipse.ecf.provider.irc.ui",1325101601080
started,bundle,org.eclipse.ecf.provider.msn.ui,1.3.0.v20090916-2238,"org.eclipse.ecf.provider.msn.ui",1325101601085
started,bundle,org.eclipse.ecf.provider.xmpp.ui,2.1.0.v20090916-2238,"org.eclipse.ecf.provider.xmpp.ui",1325101601089
started,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1325101601100
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9.3,"org.tigris.subversion.clientadapter.javahl",1325101601148
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.10,"org.tigris.subversion.clientadapter.svnkit",1325101601151
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1325101601473
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101602756
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101603724
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1325101603761
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1325101604019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101604279
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101619601
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101659293
started,bundle,org.jboss.tools.cdi.text.ext,1.0.0.v201003050540R-H56-GA,"org.jboss.tools.cdi.text.ext",1325101672934
started,bundle,org.jboss.tools.cdi.core,1.0.0.v201003050540R-H56-GA,"org.jboss.tools.cdi.core",1325101672942
started,bundle,org.jboss.tools.seam.text.ext,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.seam.text.ext",1325101672955
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101673520
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1325101673632
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101716841
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.navigate.backwardHistory",1325101716844
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101754987
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325101774049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325101781031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102155440
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102156696
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1325102156845
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102158078
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.navigate.openResource",1325102158085
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102158584
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102408245
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102410854
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1325102418921
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1325102418930
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102446696
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102658788
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102691870
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1325102702820
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1325102702845
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102704563
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1325102704564
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1325102711191
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1325102711206
started,bundle,org.eclipse.birt.report.debug.ui,2.5.2.v20100127,"org.eclipse.birt.report.debug.ui",1325102711241
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102713173
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1325102719287
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102727239
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102730524
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102739349
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102763765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102774172
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102793604
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1325102797426
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.views.showView",1325102797426
started,bundle,org.jboss.ide.eclipse.archives.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.ide.eclipse.archives.ui",1325102798707
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102804180
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1325102905461
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102906144
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1325102906168
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1325102906169
started,bundle,org.eclipse.jst.jee.ejb,1.0.201.v201002021057,"org.eclipse.jst.jee.ejb",1325102909890
started,bundle,org.eclipse.jst.jee.web,1.0.201.v201002031231,"org.eclipse.jst.jee.web",1325102909893
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102918876
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102921971
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1325102921979
error,log,,,"Build errors for Struts2_Spring_Hibernate_Example",1325102922989
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325102947325
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325102948317
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325103089163
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1325103092065
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.views.showView",1325103092065
opened,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1325103115247
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1325103115304
started,bundle,org.eclipse.ecf.presence,2.0.0.v20090916-2238,"org.eclipse.ecf.presence",1325103146727
started,bundle,org.eclipse.ecf.presence.ui,2.0.0.v20090916-2238,"org.eclipse.ecf.presence.ui",1325103146728
started,bundle,org.maven.ide.eclipse.editor,0.10.0.20100209-0800,"org.maven.ide.eclipse.editor",1325103146953
started,bundle,org.maven.ide.eclipse.refactoring,0.10.0.20100209-0800,"org.maven.ide.eclipse.refactoring",1325103147049
error,log,,,"Could not create action delegate for id: org.eclipse.cdt.ui.buildConfigPulldownAction",1325103147121
error,log,,,"Internal plug-in action delegate error on creation.",1325103147124
started,bundle,org.jboss.tools.common.resref.core,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.resref.core",1325103147438
error,log,,,"Class load Failure: 'org.jboss.tools.vpe.editor.menu.InsertContributionItem'",1325103147442
error,log,,,"Class load Failure: 'org.jboss.tools.vpe.editor.menu.InsertContributionItem'",1325103147444
error,log,,,"Class load Failure: 'org.jboss.tools.vpe.editor.menu.SetupTemplateContributionItem'",1325103147452
error,log,,,"Class load Failure: 'org.jboss.tools.vpe.editor.menu.SetupTemplateContributionItem'",1325103147454
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1325103152383
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1325103153254
started,bundle,org.eclipse.rse.services,3.1.1.v200909160005,"org.eclipse.rse.services",1325103153402
started,bundle,org.eclipse.rse.core,3.1.1.v200909160005,"org.eclipse.rse.core",1325103153445
started,bundle,org.eclipse.rse.ui,3.1.1.v200909160005,"org.eclipse.rse.ui",1325103153621
started,bundle,org.eclipse.rse.subsystems.files.core,3.1.1.v200909160005,"org.eclipse.rse.subsystems.files.core",1325103153622
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1325103153622
started,bundle,org.eclipse.rse.files.ui,3.1.1.v200908061445,"org.eclipse.rse.files.ui",1325103153628
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1325103153676
started,bundle,org.eclipse.rse.services.local,2.1.101.v200909160005,"org.eclipse.rse.services.local",1325103153695
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.0.v200905272300,"org.eclipse.rse.subsystems.shells.core",1325103154379
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1325103154379
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325103154440
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1325103157999
opened,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1325103160009
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1325103160056
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1325103160166
