what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1324493567288
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1324493567488
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1324493568553
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493568813
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493569638
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493574217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1324493575931
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493577035
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493577976
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493580337
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1324493599137
activated,editor,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.core.csssource.source",1324493604996
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493607410
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1324493607429
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493611791
activated,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1324493613420
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1324493614449
activated,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1324493624948
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1324493652606
closed,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1324493652607
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493655912
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493681437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493683031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493683737
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493684488
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493686068
activated,editor,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.core.csssource.source",1324493695448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1324493756530
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1324493757693
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493760279
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493760999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493771771
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493779843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493820199
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1324493821604
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493822576
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493823042
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493841464
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493849904
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493850242
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493851307
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493851938
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1324493856471
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1324493861007
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1324493865318
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1324493865936
